experiment_version,start_time,completion_status,completion_time,terminated_early,termination_reason,total_duration_ms,total_duration_min,datapipe_condition,cell_idx,speaker_condition,listener_belief_condition,sequence_idx,measure_order,comp1_some_correct,comp1_some_response,comp1_most_correct,comp1_most_response,comp2_correct,comp_multi_correct,comp_multi_selected,comp3_correct,comp3_selected,n_comp_correct,r1_utterance_predicate,r1_utterance_quantifier,r1_utterance_text,r1_effectiveness,r1_speaker_type,r1_rt,r2_utterance_predicate,r2_utterance_quantifier,r2_utterance_text,r2_effectiveness,r2_speaker_type,r2_rt,r3_utterance_predicate,r3_utterance_quantifier,r3_utterance_text,r3_effectiveness,r3_speaker_type,r3_rt,r4_utterance_predicate,r4_utterance_quantifier,r4_utterance_text,r4_effectiveness,r4_speaker_type,r4_rt,r5_utterance_predicate,r5_utterance_quantifier,r5_utterance_text,r5_effectiveness,r5_speaker_type,r5_rt,n_rounds_completed,completed_all_rounds,attention_check_passed,attention_effectiveness,attention_speaker_type,competence_score,competence_framing,saw_persuasive_reveal,open_speaker_strategy,open_estimation_strategy,open_feedback
1.0.0,2026-02-01T06:00:53.698Z,terminated_attention_check,2026-02-01T06:08:53.423Z,True,attention_check_failed,479718,7.9953,,,pers_plus,vigilant,0.0,speaker_type_first,False,At least one but must not be all.,False,More than half but must not be all.,True,True,"[""all"",""some""]",True,"[2,0]",3,Effective,Some,The treatment was effective for some patients.,70.0,pro,,Effective,Some,The treatment was effective for some patients.,75.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,75.0,pro,,Effective,Some,The treatment was effective for some patients.,65.0,pro,,Effective,Some,The treatment was effective for some patients.,70.0,pro,,5,True,False,50.0,pro,,,False,,,
1.0.0,2026-02-01T05:23:17.133Z,completed,2026-02-01T05:30:39.373Z,False,,442226,7.370433333333334,,,pers_plus,credulous,2.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""all"",""some"",""ineff_some""]",True,"[0,2]",4,Effective,Most,The treatment was effective for most patients.,75.0,,,Ineffective,Some,The treatment was ineffective for some patients.,25.0,,,Effective,Some,The treatment was effective for some patients.,65.0,,,Ineffective,Some,The treatment was ineffective for some patients.,25.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,5,True,True,100.0,,57.0,helpfulness,False,,,no
1.0.0,2026-01-30T17:24:19.761Z,completed,2026-01-30T17:31:57.064Z,False,,457277,7.621283333333333,,,pers_plus,credulous,2.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[2,0]",5,Effective,Most,The treatment was effective for most patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,80.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,Effective,Some,The treatment was effective for some patients.,80.0,,,5,True,True,100.0,,10.0,informativeness,False,,I tried to calculate the words 'some' as a percentage by thinking of the smiles. ,The real life questions were different to the practice questions which was confusing.
1.0.0,2026-02-01T19:40:27.888Z,completed,2026-02-01T19:50:01.525Z,False,,573620,9.560333333333332,,,informative,naturalistic,0.0,speaker_type_first,False,At least two and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",4,Effective,Most,The treatment was effective for most patients.,60.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,5,True,True,100.0,,93.0,helpfulness,False,,"Apart from one of the trial results, the other results were very definitive and gave little room or scope for myself as the listener to interpret the real meaning. The phrases that allowed the trial results to be determined by my more confidently were words such as 'no patients' or 'all patients'. The words 'most' or 'some' leave more room for interpretation and may depend on myself or how I optimistic I feel on the day.",Thanks for inviting me to take part!! x
1.0.0,2026-02-01T17:50:54.123Z,completed,2026-02-01T18:01:29.846Z,False,,635710,10.595166666666668,,,pers_minus,vigilant,0.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",5,Ineffective,Some,The treatment was ineffective for some patients.,40.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,neutral,,Effective,Some,The treatment was effective for some patients.,60.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,neutral,,5,True,True,100.0,anti,60.0,goal_pursuit_effectiveness,True,I guessed. There wasn't enough information given to make a clear decision. So I relied on the fact that the speaker used the term some.,,No. It felt clear enough.
1.0.0,2026-01-30T17:41:47.597Z,completed,2026-01-30T17:46:51.865Z,False,,304261,5.071016666666667,,,informative,credulous,1.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",False,"[3,2]",3,Ineffective,Most,The treatment was ineffective for most patients.,10.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,5,True,True,100.0,,85.0,informativeness,False,,Correctly? Odd question.,
1.0.0,2026-02-01T11:05:12.029Z,completed,2026-02-01T11:08:29.065Z,False,,197028,3.2838,,,informative,naturalistic,0.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",False,[2],4,Effective,Most,The treatment was effective for most patients.,90.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,5,True,True,100.0,,72.0,helpfulness,False,,They were all 100%...,
1.0.0,2026-01-31T23:57:45.573Z,completed,2026-02-01T00:03:51.049Z,False,,365464,6.091066666666666,,,pers_plus,credulous,0.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[0,2]",5,Effective,Some,The treatment was effective for some patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,20.0,,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,5,True,True,100.0,,0.0,helpfulness,False,,,This was really intriguing! Thank you for all your hard work!
1.0.0,2026-01-30T18:01:18.837Z,completed,2026-01-30T18:06:16.850Z,False,,297993,4.96655,,,pers_minus,vigilant,0.0,effectiveness_first,False,At least two but must not be all.,False,More than 75% but must not be all.,True,True,"[""all"",""some""]",False,"[0,2,3]",2,Ineffective,Some,The treatment was ineffective for some patients.,45.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,anti,,Effective,Some,The treatment was effective for some patients.,30.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,35.0,neutral,,5,True,True,100.0,anti,79.0,goal_accomplishment,True,their wording,,
1.0.0,2026-02-01T06:49:39.886Z,completed,2026-02-01T06:55:16.395Z,False,,336483,5.60805,,,informative,credulous,1.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[0,2]",5,Ineffective,Most,The treatment was ineffective for most patients.,20.0,,,Ineffective,All,The treatment was ineffective for all patients.,20.0,,,Effective,No,The treatment was effective for no patients.,10.0,,,Ineffective,All,The treatment was ineffective for all patients.,10.0,,,Effective,No,The treatment was effective for no patients.,5.0,,,5,True,True,100.0,,100.0,helpfulness,False,,,No
1.0.0,2026-01-31T01:43:58.324Z,completed,2026-01-31T01:51:18.408Z,False,,440075,7.334583333333334,,,pers_plus,naturalistic,1.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[2,0]",5,Effective,Most,The treatment was effective for most patients.,60.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,,,5,True,True,100.0,,90.0,communicator,False,,"I assumed, hopefully correctly, that they were smart enough to use ""some"" to mean less than 3 and most to mean 3 or more. They used both, so it seems like they figured it out. I then narrowed it down each round chasing the number.","No, I understood it."
1.0.0,2026-02-01T05:40:14.448Z,completed,2026-02-01T05:47:10.334Z,False,,415882,6.9313666666666665,,,pers_minus,vigilant,2.0,effectiveness_first,False,At least two and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[0,2]",4,Ineffective,Most,The treatment was ineffective for most patients.,20.0,anti,,Effective,Some,The treatment was effective for some patients.,40.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,neutral,,Effective,Some,The treatment was effective for some patients.,40.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,neutral,,5,True,True,100.0,anti,100.0,goal_pursuit_effectiveness,True,I used my intuition based upon how the evidence was presented.,,None
1.0.0,2026-01-31T22:36:08.907Z,completed,2026-01-31T22:42:21.248Z,False,,372333,6.20555,,,pers_minus,vigilant,2.0,speaker_type_first,False,At least two and could be all.,False,More than 75% and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",3,Ineffective,Most,The treatment was ineffective for most patients.,20.0,anti,,Effective,Some,The treatment was effective for some patients.,40.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,neutral,,Effective,Some,The treatment was effective for some patients.,50.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,65.0,anti,,5,True,True,100.0,anti,71.0,goal_pursuit_effectiveness,True,leading with ineffective gave me a hunch of negative bias,,
1.0.0,2026-02-01T03:45:51.918Z,completed,2026-02-01T03:58:54.329Z,False,,782402,13.040033333333334,,,pers_plus,credulous,0.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",False,"[3,2]",4,Effective,Some,The treatment was effective for some patients.,35.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,5,True,True,100.0,,34.0,helpfulness,False,,,
1.0.0,2026-01-30T17:41:55.648Z,completed,2026-01-30T18:25:17.226Z,False,,2601569,43.35948333333333,,,pers_plus,vigilant,2.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",5,Effective,Most,The treatment was effective for most patients.,60.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,anti,,Effective,Some,The treatment was effective for some patients.,60.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,anti,,Effective,Some,The treatment was effective for some patients.,60.0,pro,,5,True,True,100.0,anti,35.0,goal_accomplishment,True,"I tried to calculate what is likely based on the numbers, and the probability of what they intended. I did notice it seemed a little vague at times.",,"No, thank you"
1.0.0,2026-02-01T19:35:05.662Z,completed,2026-02-01T19:42:49.443Z,False,,463612,7.726866666666667,,,informative,vigilant,0.0,effectiveness_first,True,At least one and could be all.,False,More than 75% and could be all.,True,False,"[""all""]",True,"[2,0]",3,Effective,Most,The treatment was effective for most patients.,75.0,neutral,,Ineffective,No,The treatment was ineffective for no patients.,100.0,neutral,,Effective,All,The treatment was effective for all patients.,100.0,neutral,,Ineffective,No,The treatment was ineffective for no patients.,100.0,neutral,,Effective,All,The treatment was effective for all patients.,100.0,neutral,,5,True,True,100.0,anti,90.0,goal_pursuit_effectiveness,False,They mostly said it was always effective so likely to be scientist ,,Nothing was confusing 
1.0.0,2026-02-01T17:44:51.571Z,completed,2026-02-01T17:53:28.584Z,False,,517000,8.616666666666667,,,informative,vigilant,1.0,speaker_type_first,False,At least two and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",4,Ineffective,Most,The treatment was ineffective for most patients.,40.0,anti,,Ineffective,All,The treatment was ineffective for all patients.,0.0,anti,,Effective,No,The treatment was effective for no patients.,0.0,anti,,Ineffective,All,The treatment was ineffective for all patients.,0.0,anti,,Effective,No,The treatment was effective for no patients.,0.0,anti,,5,True,True,100.0,anti,100.0,goal_pursuit_effectiveness,False,Because they didn't say effective for some. They said ineffective for most in the first question.,,
1.0.0,2026-02-01T01:27:02.214Z,completed,2026-02-01T01:34:34.625Z,False,,452406,7.5401,,,pers_minus,naturalistic,1.0,effectiveness_first,False,At least two and could be all.,False,More than 75% and could be all.,True,False,"[""ineff_some""]",False,[2],1,Ineffective,Most,The treatment was ineffective for most patients.,10.0,,,Ineffective,Some,The treatment was ineffective for some patients.,35.0,,,Effective,Some,The treatment was effective for some patients.,65.0,,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,70.0,,,5,True,True,100.0,,85.0,helpfulness,False,,i used it as a guide,none
1.0.0,2026-02-01T20:09:14.848Z,completed,2026-02-01T20:13:22.825Z,False,,247968,4.1328,,,pers_plus,naturalistic,2.0,speaker_type_first,False,At least two but must not be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",4,Effective,Most,The treatment was effective for most patients.,85.0,,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,25.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,5,True,True,100.0,,50.0,helpfulness,False,,looked for differences between some and most,
1.0.0,2026-01-31T23:09:05.675Z,completed,2026-01-31T23:20:50.186Z,False,,704505,11.74175,,,pers_minus,naturalistic,2.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",5,Ineffective,Most,The treatment was ineffective for most patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,5,True,True,100.0,,20.0,helpfulness,False,,I tried to guess what they might be thinking and then went with my best guess of what I thought was the best estimate of the treatments effectiveness.,Nothing to add at the moment.
1.0.0,2026-02-01T18:43:26.031Z,completed,2026-02-01T18:51:55.995Z,False,,509362,8.489366666666667,,,pers_plus,vigilant,1.0,speaker_type_first,False,At least two but must not be all.,False,More than 75% but must not be all.,True,False,"[""all""]",False,[2],1,Effective,Most,The treatment was effective for most patients.,75.0,pro,,Effective,Some,The treatment was effective for some patients.,25.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,pro,,Effective,Some,The treatment was effective for some patients.,55.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,pro,,5,True,True,100.0,anti,76.0,goal_pursuit_effectiveness,True,just guessed ,,
1.0.0,2026-02-01T01:17:15.755Z,completed,2026-02-01T01:30:18.643Z,False,,782883,13.04805,,,informative,naturalistic,0.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[0,2]",3,Effective,Most,The treatment was effective for most patients.,75.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,5,True,True,100.0,,98.0,helpfulness,False,,"The fact is that I used the specific words that the speaker gave for descriptions liek no, some, most and all, to help infer how many of the 5 patients improved in each trial. When the speaker said the treatment was effective for most or all patients or ineffective for no patients, I set the effectiveness slider to 100 or close to 100. If it was a weaker discription, like effective for most rather than all I chose the slightly lower value but still above 50% because it implies that the treatment did in fact work for more than half the patients. ",Thank you for the study.
1.0.0,2026-01-31T21:51:02.594Z,completed,2026-01-31T21:57:32.049Z,False,,389451,6.49085,,,informative,credulous,1.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",5,Ineffective,Most,The treatment was ineffective for most patients.,30.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,5,True,True,100.0,,100.0,helpfulness,False,,,
1.0.0,2026-02-01T05:31:38.805Z,completed,2026-02-01T05:36:58.525Z,False,,319686,5.3281,,,informative,vigilant,0.0,effectiveness_first,False,At least two but must not be all.,False,More than half but must not be all.,False,True,"[""all"",""some""]",True,"[2,0]",2,Effective,Most,The treatment was effective for most patients.,80.0,pro,,Ineffective,No,The treatment was ineffective for no patients.,100.0,neutral,,Effective,All,The treatment was effective for all patients.,100.0,pro,,Ineffective,No,The treatment was ineffective for no patients.,100.0,anti,,Effective,All,The treatment was effective for all patients.,100.0,pro,,5,True,True,100.0,anti,84.0,goal_pursuit_effectiveness,False,the phrasing used,,all good
1.0.0,2026-02-01T08:50:58.937Z,completed,2026-02-01T09:02:33.575Z,False,,694537,11.575616666666667,,,pers_minus,vigilant,0.0,speaker_type_first,False,At least two but must not be all.,False,More than 75% and could be all.,True,False,"[""all""]",False,[2],1,Ineffective,Some,The treatment was ineffective for some patients.,60.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,anti,,Effective,Some,The treatment was effective for some patients.,65.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,35.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,neutral,,5,True,True,100.0,anti,70.0,goal_pursuit_effectiveness,True,Their use of the descriptive words.,,None
1.0.0,2026-02-01T14:12:38.627Z,completed,2026-02-01T14:18:15.017Z,False,,336225,5.60375,,,pers_plus,credulous,1.0,effectiveness_first,False,At least one but must not be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",False,"[3,2,0]",3,Effective,Most,The treatment was effective for most patients.,75.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,,,5,True,True,100.0,,24.0,helpfulness,False,,,
1.0.0,2026-02-01T17:40:51.243Z,completed,2026-02-01T17:44:13.333Z,False,,201710,3.3618333333333332,,,pers_minus,credulous,1.0,effectiveness_first,True,At least one and could be all.,False,More than 75% and could be all.,True,False,"[""all""]",True,"[0,2]",3,Ineffective,Most,The treatment was ineffective for most patients.,20.0,,,Ineffective,Some,The treatment was ineffective for some patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,70.0,,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,75.0,,,5,True,True,100.0,,80.0,helpfulness,False,,,
1.0.0,2026-02-01T18:44:13.348Z,completed,2026-02-01T19:08:01.448Z,False,,1428092,23.80153333333333,,,pers_plus,vigilant,0.0,speaker_type_first,False,At least two but must not be all.,False,More than 75% but must not be all.,True,True,"[""all"",""some""]",True,"[2,0]",3,Effective,Some,The treatment was effective for some patients.,75.0,neutral,,Effective,Some,The treatment was effective for some patients.,100.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,20.0,neutral,,Effective,Some,The treatment was effective for some patients.,100.0,pro,,Effective,Some,The treatment was effective for some patients.,75.0,neutral,,5,True,True,100.0,anti,26.0,goal_pursuit_effectiveness,True,I Just tried to guess.,,It was a lot of information to grasp within the period.
1.0.0,2026-01-31T21:31:10.533Z,completed,2026-01-31T21:41:29.763Z,False,,619223,10.320383333333334,,,pers_plus,vigilant,1.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[2,0]",5,Effective,Most,The treatment was effective for most patients.,75.0,pro,,Effective,Some,The treatment was effective for some patients.,40.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,75.0,anti,,Effective,Some,The treatment was effective for some patients.,45.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,65.0,anti,,5,True,True,100.0,anti,31.0,goal_pursuit_effectiveness,True,"I looked at key words life ""ineffective"" or ""effective"". If they said ""effective"", then I had a feeling they were a promoter.",,
1.0.0,2026-01-30T16:01:17.887Z,completed,2026-01-30T16:08:41.801Z,False,,443882,7.398033333333333,,,informative,naturalistic,0.0,speaker_type_first,False,At least two and could be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[2,0]",3,Effective,Most,The treatment was effective for most patients.,65.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,5,True,True,100.0,,79.0,communicator,False,,I read the speakers description and followed rules,
1.0.0,2026-02-01T20:09:38.732Z,completed,2026-02-01T20:16:09.649Z,False,,390914,6.515233333333334,,,pers_minus,naturalistic,2.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",5,Ineffective,Most,The treatment was ineffective for most patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,80.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,Ineffective,Some,The treatment was ineffective for some patients.,75.0,,,5,True,True,100.0,,82.0,helpfulness,False,,I thought 'some' was typically less than 'most' as most can only refer to more than half while some is the only word that can be used to describe 1 or 2 patients. ,
1.0.0,2026-01-31T21:42:44.378Z,completed,2026-01-31T21:49:08.951Z,False,,384557,6.409283333333334,,,pers_minus,naturalistic,0.0,speaker_type_first,False,At least two but must not be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",4,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,5,True,True,100.0,,65.0,helpfulness,False,,I considered all the posibilities then weighted it based on the strength of each statement and how often they occurred. ,
1.0.0,2026-02-01T10:45:38.747Z,completed,2026-02-01T10:54:36.519Z,False,,537692,8.961533333333334,,,informative,naturalistic,1.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[0,2]",4,Ineffective,Most,The treatment was ineffective for most patients.,70.0,,,Ineffective,All,The treatment was ineffective for all patients.,100.0,,,Effective,No,The treatment was effective for no patients.,100.0,,,Ineffective,All,The treatment was ineffective for all patients.,100.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,5,True,True,100.0,,50.0,helpfulness,False,,I used the previous descriptors and based on my own thoughts as to what this may mean,
1.0.0,2026-02-01T21:17:21.196Z,completed,2026-02-01T21:21:18.052Z,False,,236846,3.947433333333333,,,informative,credulous,0.0,effectiveness_first,False,At least two but must not be all.,False,More than 75% and could be all.,True,False,"[""all""]",False,[0],1,Effective,Most,The treatment was effective for most patients.,75.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,5,True,True,100.0,,100.0,helpfulness,False,,,
1.0.0,2026-01-31T22:59:23.385Z,completed,2026-01-31T23:08:34.223Z,False,,550820,9.180333333333333,,,informative,vigilant,1.0,effectiveness_first,True,At least one and could be all.,False,More than 75% but must not be all.,True,False,"[""all""]",True,"[2,0]",3,Ineffective,Most,The treatment was ineffective for most patients.,25.0,neutral,,Ineffective,All,The treatment was ineffective for all patients.,0.0,neutral,,Effective,No,The treatment was effective for no patients.,0.0,neutral,,Ineffective,All,The treatment was ineffective for all patients.,0.0,neutral,,Effective,No,The treatment was effective for no patients.,0.0,neutral,,5,True,True,100.0,anti,50.0,goal_pursuit_effectiveness,False,No way to tell.,,
1.0.0,2026-02-01T07:52:30.417Z,terminated_attention_check,2026-02-01T07:58:07.047Z,True,attention_check_failed,336616,5.610266666666667,,,pers_minus,naturalistic,1.0,effectiveness_first,False,At least one but must not be all.,False,More than half but must not be all.,True,False,"[""all""]",False,[2],1,Ineffective,Most,The treatment was ineffective for most patients.,30.0,,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,,,Effective,Some,The treatment was effective for some patients.,45.0,,,Ineffective,Some,The treatment was ineffective for some patients.,35.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,5,True,False,45.0,,,,False,,,
1.0.0,2026-02-01T07:05:34.389Z,completed,2026-02-01T07:32:52.962Z,False,,1638561,27.30935,,,informative,credulous,0.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",5,Effective,Most,The treatment was effective for most patients.,85.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,5,True,True,100.0,,100.0,helpfulness,False,,,The experiment was clear and precise
1.0.0,2026-01-31T22:19:31.839Z,completed,2026-01-31T22:25:26.577Z,False,,354691,5.9115166666666665,,,pers_plus,vigilant,0.0,effectiveness_first,False,At least one but must not be all.,True,More than half and could be all.,False,False,"[""all""]",True,"[0,2]",2,Effective,Some,The treatment was effective for some patients.,45.0,neutral,,Effective,Some,The treatment was effective for some patients.,40.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,anti,,Effective,Some,The treatment was effective for some patients.,45.0,neutral,,Effective,Some,The treatment was effective for some patients.,60.0,pro,,5,True,True,100.0,anti,76.0,goal_pursuit_effectiveness,True,I tried to think of the language used. I thought some statements sounded positive but vague. But one was negative. ,,
1.0.0,2026-01-31T21:31:44.939Z,completed,2026-01-31T21:39:02.224Z,False,,436960,7.282666666666667,,,informative,naturalistic,1.0,effectiveness_first,False,At least one but must not be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",4,Ineffective,Most,The treatment was ineffective for most patients.,30.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,5,True,True,100.0,,100.0,helpfulness,False,,"All but one of the speaker's description was easy to figure out, since they all just described the treatment as not being effective at all. The one description that didn't, I just put half way between the two possibilities, that being 1 or 2 of them being effective (thus 30%).","Fun experiment, thanks."
1.0.0,2026-01-30T17:57:59.349Z,completed,2026-01-30T18:08:51.890Z,False,,652502,10.875033333333333,,,pers_plus,vigilant,2.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[2,0]",4,Effective,Most,The treatment was effective for most patients.,70.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,anti,,Effective,Some,The treatment was effective for some patients.,70.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,25.0,anti,,Effective,Some,The treatment was effective for some patients.,70.0,neutral,,5,True,True,100.0,anti,85.0,goal_accomplishment,True,"When I saw ""some"" I thought it might be scientists based on the description because they wouldn't exaggerate. I also thought it might be skeptic because they want to see better results.",,No
